,committee,date,congress,page
2608,Cmte on HR bill for relief of George Nebinger,1816-01-23,14,7
2609,"cmte discharged, on motion
by Roberts & bill referred to cmte on finance",1816-01-24,14,7
2610,"cmte to whom recommitted report on petition of Alfred
Carter",1816-01-25,14,7
2611,"cmte on petition of Thomas Law & others with leave to report by
bill or otherwise",1816-01-25,14,7
2612,"Cmte on memorial of Waits with leave to report by bill or
otherwise",1816-01-25,14,7
2613,emte to whom recommitted engrossed bill for White and Wrighter,1816-01-26,14,7
2614,"emte on petition of Francis Le Barron with leave to report by
bill or otherwise",1816-01-29,14,7
2615,"cmte on Morrow's motion to consider if any provision necessary
for payment of pensions in states where officer of commissioner
of loans is not established with leave to report by bill or
otherwise",1816-01-30,14,7
2616,"cmte to whom recommitted bill for relief of Jonathan Rogers, Jr",1816-01-30,14,7
2617,"emte on petition of Richard Mitchell with leave to report by bill
or otherwise",1816-01-30,14,7
2618,"emte on petition of Isaac Briggs with leave to report by bill or
otherwise",1816-01-31,14,7
2619,emte on petition of Harmon Hendricks,1816-02-01,14,7
2622,"emte on Lacock's motion, per PA leg's instructions, to consider
expediency of dividing PA into 2 judicial districts",1816-02-05,14,8
2623,Cmte to whom bill for library recommitted,1816-02-06,14,8
2624,Cmte to whom recommitted resolution for T,1816-02-07,14,8
2625,"cmte on petition of Walter Jones, Jr, slaves in DC, with leave to
report by bill or otherwise",1808-01-01,14,8
2626,"Cmte on Barry's motion to consider expediency of extending by law
to all settlers on public lands before Jan 1, 1808, same
privilege extended to each settled prior to that day by act
passed March 3, 1807 with leave to report by bill or otherwise",1807-03-03,14,8
2627,cmte of Conference on bill concerning commerce between US & GB,1816-02-15,14,8
2628,cmte on petition of B,1816-02-15,14,8
2629,cmte on petition of John P,1816-02-16,14,8
2630,"emte to examine proceedings of former Congress on death of GW, f
& take into consideration what further measures may be expedient",1816-02-19,14,8
2631,emte on Harper's bill to establish law library,1816-02-19,14,8
2632,cmte to whom recommitted bill relating to settlers on US lands,1816-02-20,14,8
2633,"Cmte to whom recommitted engrossed bill supplementary to act for
indemnification of certain claimants of public lands in MS",1816-02-20,14,8
2634,Cmte on Hunter's bill to publish decisions of supreme court,1816-02-21,14,8
2635,"cmte on memorial of American convention for promoting abolition
of slavery",1816-02-22,14,8
2636,"Cmte on petition of Harriet Fulton, patent, with leave to report

by bill or otherwise",1816-02-26,14,8
2637,,1816-02-26,14,8
2638,emte on report of Sec of T and petition on John Holker,1816-02-27,14,9
2639,"emte on Horsey's motion to consider expediency of prohibiting
formation of private banking associations in future in DC &
expediency of prohibiting emission and circulation of notes of
all unchartered banks within DC with leave to report by bill or
otherwise",1816-02-29,14,9
2640,"cmte to consider expediency to provide
for more effectual payment of specie by DC banks",1816-03-01,14,9
2641,cmte on petition of George Rossier & others,1816-03-01,14,9
2642,cmte on constitutional amendment for choosing Reps and electors,1816-03-02,14,9
2643,Cmte to whom recommit report on petition of Alfred Carter,1816-03-04,14,9
2644,"cmte on King's motion to suggest to superintendent, r",1816-03-05,14,9
2645,Cmte on HR bill for John M,1816-03-07,14,9
2646,"emte on Dana's motion to consider propriety of making further
provision concerning application of $ appropriated for arming and
equipping militia",1816-03-08,14,9
2647,"Cmte on HR bill, PO",1816-03-11,14,9
2648,"Cmte on HR bill authorizing & requiring Sec of State to issues
letters of patent to Andrew Kurtz",1816-03-12,14,9
2649,emte on petition of William Radcliff,1816-03-13,14,9
2650,cmte discharged,1816-03-22,14,9
2655,"Cmte to consider if any legislative measures necessary for
admitting MS as state",1817-12-01,15,1
2656,Jt cmte to wait on PUS,1817-12-01,15,1
2657,Cmte on enrolled bills,1817-12-01,15,1
2658,Cmte 42nd rule,1817-12-01,15,1
2659,Cmte 22nd rule,1817-12-01,15,1
2660,Jt cmte on library,1817-12-01,15,1
2661,"cmte on Daggett's resolution for distribution of certain
documents",1817-12-08,15,1
2662,"cmte on Barbour's proposed constitutional amendment on internal
improvements",1817-12-10,15,1
2663,"cmtes given with leave to
report by bill or otherwise and also Barbour, Sanford, Campbell,
Lacock, Morrow, Roberts move to refer parts of PUS's message to
their cmtes",1817-12-11,15,1
2664,"cmte], Noble, Tait move to
refer parts of PUS's message to their cmtes",1817-01-01,15,1
2670,cmte on post office & post roads,1818-11-24,15,12
2671,Cmte on pensions,1818-11-30,15,12
2677,"Cmte, select, on Dickerson's constitutional amendment, election
of reps & electors by district",1818-12-04,15,13
2678,Jt Cmte on congressional printing,1818-12-09,15,13
2679,"cmte, select, on AL memorial, r",1818-12-11,15,13
2680,"cmte on Eaton's motion to inquire what needed amendments to law
to prevent importation of slaves",1818-12-15,15,13
2681,"Cmte on Lacock's motion as amended by Eaton to investigate
Seminole Wars",1818-12-18,15,13
2682,"Cmte, select, on Daniel Pettibone's petition, r",1818-12-29,15,13
2683,"Cmte to whom recommitted, on Otis's motion, constitutional
amendment for election of reps & electors ",1819-01-15,15,13
2684,Cmte on petition of Ferdinand L,1819-01-26,15,13
2685,Jt cmte on necessary business,1819-02-15,15,13
2686,emte to wait on PUS,1819-03-03,15,13
2702,"Cmte of parts of PUS's message relating to roads & inland
navigation",1817-12-15,15,5
2703,"Cmte on MS convention's memorial, re boundaries of MS",1817-12-16,15,5
2704,"Cmte on Morrow's motion to consider what provisions necessary for
ascertaining & establishing northern boundary of OH",1817-12-17,15,5
2705,"cmte on Quakers' memorial, internal slave trade",1817-12-18,15,5
2706,"Cmte on Constitutional amendment, re districts",1817-12-24,15,5
2707,"cmte on HR bill to authorize TN to issue grants of land and
perfect title to certain lands",1817-12-29,15,5
2708,"cmte on Sanford's motion for directing publication of journal &
proceedings of Constitutional convention now in office of Sec of
State",1818-01-02,15,5
2709,"cmte on Tait's bill in addition to act making appropriation for
repairing roads therein mentioned",1818-01-13,15,5
2710,"cmte, select, on PUS's message of Jan 20, re Caron de
Beaumarchais",1818-02-02,15,5
2711,"cmte of conference on bill making appropriations for military
service for 1818",1818-02-06,15,5
2712,Cmte on Barbour's bill to promote progress in useful arts,1818-02-11,15,5
2713,"Cmte on HR bill to fix compensation of Secretary of Senate and
clerk of HR & their clerks",1818-02-20,15,5
2714,Cmte on bill for distribution of public laws,1818-02-24,15,5
2715,"cmte on Talbot's motion, re Indian land titles",1818-03-04,15,5
2718,cmte on memorial of Gales & Seaton,1818-03-17,15,7
2719,"cmte on Roberts's motion to consider expediency of making
further provisions for preventing intro of slaves into US from
foreign kingdoms, places, or territories",1818-03-17,15,7
2720,Jt cmte on necessary business,1818-04-01,15,7
2721,"Cmte on resolutions authorizing subscription for 500 copies of
Statistical annals proposed to be published by Adam Seybert",1818-04-06,15,7
2722,"Cmte of conference on bill directing manner of appointing Indian
agents",1818-04-07,15,7
2723,"Cmte of Conference on bill to make valid certain acts of justices
of peace in DC",1818-04-13,15,7
2724,emte to wait on PUS,1818-04-20,15,7
2725,Jt cmte to wait on PUS,1818-11-16,15,7
2726,cmte on enrolled bills,1818-11-16,15,7
2727,Cmte 22nd rule (engrossed bills),1818-11-16,15,7
2728,cmte 42nd rule,1818-11-16,15,7
2729,Jt cmte on library,1818-11-17,15,7
2730,"cmtes leave
to report by bill or otherwise",1818-11-20,15,7
2734,cmte on finance,1818-04-20,15,9
15,Cmte to prepare response to GW's inaugural speech,,1,1
143,Cmte on PO bill,,1,7
160,Cmte on VA army land grant bill,,1,8
183,Cmte on necessary business,,2,1
184,emte on weights and measures,,2,1
185,cmte on electors of PUS & VP to report bill,,2,1
186,"cmte on compensation of officers of judicial courts & jurors &
witnesses",,2,1
187,emte to report bill for granting lands within US territories,,2,1
188,cmte to report bill concerning consuls & vice consuls,,2,1
189,emte to revise rules & report such alts as necessary,,2,1
190,emte on Algiers captives,,2,1
191,Cmte on enrolled bills,,2,1
192,"emte to report bill authorizing Comptroller of T to settle
accounts of Joseph Pannill",,2,1
193,emte on bill for Joseph Pannill,,2,1
194,cmte on bill respecting consuls & vice consuls,,2,1
195,"cmte & King, Butler",,2,1
196,"cmte & instructed to report clause making provision for
administration of govt in case of vacancies of PUS & VP officers",,2,1
198,"Cmte to revise acts & resolved relative to compensation of Bill?
disabled officers & soldiers & to widows & orphans",,2,2
199,cmte report,,2,2
200,mte on memorial of IL & Ouabache land companies,,2,2
201,"cmte on Cabot’s bill for encouragement of bank & other
codfisheries",,2,2
202,"cmte on HR bill for extending time for settling accounted of US
with individual states",,2,2
203,"emte on recommittal of HR bill for relief certain widows,
orphans, invalids, & others",,2,2
204,Cmte on HR bill on Post office & post roads,,2,2
205,emte on HR bill for protection of Frontiers,,2,2
206,"Cmte on HR bill for protection of frontiers with amendments
reported by Cmte, & motion made on",,2,2
207,emte on necessary business,,2,2
208,emte on Mathers’ petition for compensation during recess,,2,2
209,"cmte ordered to
bring bill providing for annual salaries of doorkeepers of Senate

and HR",,2,2
210,"emte on HR bill for settlement of claims of persons under
particular circumstances barred by the limitation heretofore
established",,2,2
211,cmte on memorial of Moses Young,,2,2
212,cmte on frontier protection bill,,2,3
213,"emte on lighthouse for Montuk Point, NY",,2,3
214,"emte of conference on bill to ascertain & regulate certain claims
to half pay & invalid pensions",,2,3
215,emte on mode of entering & publishing journals,,2,3
216,cmte on HR bill to more effectually provide for national defense,,2,3
217,"cmte on provisions necessary to prevent sufferings of persons
imprisoned for debt",,2,3
218,cmte on conference on HR bill for apportionment of HR,,2,3
219,"cmte on Johnston’s bill to alter mtg times of certain circuit
courts",,2,3
220,"emte on PUS’s message, r",,2,3
221,emte on HR bill for John Cleves Symmes,,2,3
222,"emte on HR bill lighthouse on Baldhead, NC",,2,3
223,emte on petition of Laurens Manning,,2,3
224,"cmte to report bill to compensate the late George Gibson for
services",,2,3
225,"cmte to consider expediency of & to report bill, r",,2,3
226,"cmte to consider & report alts necessary to acts est Treasury &
war depts",,2,3
227,"emte on HR bill authorizing land grants in OH to certain
officers",,2,3
228,"emte on bill to compensation corp of trustees of public grammar
school and academy in Wilmington,DE for occupation & damage done
during late war",,2,4
229,"Cmte on HR bill to extend time for payment of duties on certain
imported teas",,2,4
230,emte on HR bill for estate of Nathaniel Green,,2,4
231,"emte on enrolled bills, replace Rutherfurd",,2,4
232,"emte of Conference on bill to more effectually provide for
national defense",,2,4
233,"\emte on HR amendments to bill regulating processes in courts of
US & providing compensation for officers, jurors, & witnesses",,2,4
234,Cmte on HR bill authorizing grant of certain lands to J,,2,4
235,cmte on foreign coins,,2,4
236,emte on HR bill for remission of certain duties,,2,4
237,"cmte to wait on PUS, proposed Recess",,2,4
238,emte on HR bill duties ay 2s a within US,,2,4
239,"emte on HR bill compensation of certain officers employed in
collection of duties on impost and tonnage",,2,4
240,emte on King’s bill to continue certain laws [see above],,2,4
241,"emte of conference on bill regulating judicial processes, etc",,2,4
242,"Cmte to wait on PUS, intended recess on Tues next [May 8]",,2,4
243,cmte on HR bill making certain appropriations,,2,4
244,"Cmte on enrolled bills, in place of Wingate",,2,4
267,\emte on HR bill to amend law for mint & regulation of coins,,2,6
268,"cmte on HR Bill for payment of interest on indemnity to persons
names",,2,6
269,"cmte on HR bill for widows & orphans of persons killed by Indians
under the sanction of flags of truce",,2,6
270,emte on HR bill for appropriations,,2,6
271,cmte on HR bill on invalid pensions,,2,6
272,"Cmte on HR bill claims against US not barred by any act of
limitation",,2,7
273,emte on HR bill for Lewis Garanger,,2,7
274,emte on HR bill NC boundary,,2,7
275,emte on HR bill to regulate trade with Indian tribes,,2,7
276,Cmte on Monroe’s bill for officers & soldiers of VA line,,2,7
277,"emte of conference on bill to regulate claims for invalid
pensions",,2,7
278,cmte on examining votes for PUS & VP,,2,7
279,\emte on bill for more effectual collection of duties,,2,7
280,cmte on HR bill for Henry Emanuel Lutterloh,,2,7
281,"Cmte on HR bill to repeal part of resolution respecting
inhabitants of Post Saint Vincents",,2,7
282,"cmte to wait on PUS & notify of reelection, Feb 14",,2,7
283,emte on HR bill for Jacob Bell,,2,7
284,cmte on motion for education of sons of late Gen,,2,7
285,"cmte on Edward’s bill to authorize PUS to establish 2 or more
small posts in wilderness on road leading from KY",,2,7
286,"emte to reconsider amendment to bill for more effectual
collection of duties",,2,7
287,cmte on HR bill for French inhabitants of Galliopolis,,2,7
289,emte of conference on res for next meeting of Congress,,2,8
290,emte on HR bill for John Banks,,2,8
291,Cmte to wait on PUS,,2,8
292,"Cmte on PUS’s message on treaty made by General Putnam and
Wabash & IL Indians",,2,8
293,"Cmte to wait on PUS, Special session, March 4",,2,8
